circoscrizione,num_uni,nome_collegio,regione,macro_area,vincitore_coal,vincitore_lista,vincitore_pct,secondo_coal,secondo_pct,margine_pp,pct_CDX,pct_CSX,pct_M5S,pct_CENTRO,fonte
BASILICATA,1,BASILICATA - U01,Basilicata,Sud,CDX,,38.2,CSX,34.8,3.4,38.2,34.8,7.7,7.5,eligendo_opendata_regionali_20240421
